date,close
2023-05-28,17268.65
2023-05-29,18594.82
2023-05-30,18270.04
2023-05-31,17538.24
2023-06-01,17870.41
2023-06-02,18357.33
2023-06-03,17277.05
2023-06-04,18102.21
2023-06-05,18897.42
2023-06-06,18864.23
2023-06-07,18591.68
2023-06-08,18870.84
2023-06-09,18708.69
2023-06-10,18266.31
2023-06-11,19087.85
2023-06-12,18831.66
2023-06-13,18817.14
2023-06-14,19102.4
2023-06-15,18437.25
2023-06-16,19337.57
2023-06-17,18616.45
2023-06-18,18504.75
2023-06-19,18283.95
2023-06-20,18647.73
2023-06-21,19066.87
2023-06-22,19036.96
2023-06-23,17921.64
2023-06-24,18952.13
2023-06-25,17772.69
2023-06-26,18799.54
2023-06-27,18474.23
2023-06-28,17740.39
2023-06-29,19178.41
2023-06-30,18279.03
2023-07-01,17459.12
2023-07-02,17900.82
2023-07-03,18834.83
2023-07-04,18382.31
2023-07-05,18233.56
2023-07-06,18091.62
2023-07-07,18395.19
2023-07-08,18176.76
2023-07-09,18539.28
2023-07-10,18511.51
2023-07-11,18872.03
2023-07-12,18584.58
2023-07-13,18068.48
2023-07-14,19899.28
2023-07-15,19147.25
2023-07-16,19027.8
2023-07-17,19100.82
2023-07-18,20325.69
2023-07-19,19972.59
2023-07-20,19685.71
2023-07-21,20402.81
2023-07-22,20763.34
2023-07-23,19572.83
2023-07-24,21511.84
2023-07-25,21957.91
2023-07-26,21476.24
2023-07-27,20878.45
2023-07-28,22000.54
2023-07-29,21074.8
2023-07-30,20847.73
2023-07-31,21536.11
2023-08-01,20288.06
2023-08-02,20796.42
2023-08-03,20916.15
2023-08-04,21802.21
2023-08-05,21073.98
2023-08-06,22108.24
2023-08-07,21836.24
2023-08-08,21942.24
2023-08-09,20685.35
2023-08-10,21289.94
2023-08-11,21405.73
2023-08-12,20818.01
2023-08-13,21145.79
2023-08-14,21976.42
2023-08-15,20435.1
2023-08-16,21400.53
2023-08-17,22207.48
2023-08-18,19491.97
2023-08-19,21367.73
2023-08-20,20537.52
2023-08-21,20906.96
2023-08-22,21041.94
2023-08-23,20441.43
2023-08-24,21490.34
2023-08-25,20879.33
2023-08-26,20133.71
2023-08-27,20991.12
2023-08-28,20869.37
2023-08-29,20844.05
2023-08-30,21927.48
2023-08-31,21569.19
2023-09-01,21331.87
2023-09-02,20374.23
2023-09-03,20777.57
2023-09-04,21742.15
2023-09-05,21345.66
2023-09-06,22139.94
2023-09-07,20858.81
2023-09-08,22249.03
2023-09-09,21458.55
2023-09-10,22702.66
2023-09-11,22187.57
2023-09-12,21746.09
2023-09-13,22426.18
2023-09-14,23156.17
2023-09-15,21928.51
2023-09-16,23133.85
2023-09-17,22705.83
2023-09-18,22687.15
2023-09-19,22975.16
2023-09-20,22520.72
2023-09-21,23095.46
2023-09-22,22385.46
2023-09-23,22478.64
2023-09-24,23239.19
2023-09-25,22435.14
2023-09-26,22387.72
2023-09-27,22323.83
2023-09-28,22365.64
2023-09-29,21505.3
2023-09-30,21421.43
2023-10-01,21764.02
2023-10-02,21663.97
2023-10-03,21225.05
2023-10-04,21418.05
2023-10-05,22151.37
2023-10-06,20588.79
2023-10-07,20102.36
2023-10-08,20929.63
2023-10-09,20793.62
2023-10-10,20346.81
2023-10-11,20080.26
2023-10-12,20445.58
2023-10-13,19896.97
2023-10-14,20525.95
2023-10-15,20592.66
2023-10-16,20097.62
2023-10-17,19982.46
2023-10-18,19993.83
2023-10-19,20241.43
2023-10-20,18964.77
2023-10-21,20157.18
2023-10-22,18556.67
2023-10-23,19849.08
2023-10-24,18506.71
2023-10-25,19609.32
2023-10-26,19334.59
2023-10-27,19571.03
2023-10-28,19716.05
2023-10-29,20060.81
2023-10-30,19832.01
2023-10-31,19105.68
2023-11-01,20656.89
2023-11-02,20774.66
2023-11-03,20512.38
2023-11-04,19433.57
2023-11-05,19660.15
2023-11-06,20579.71
2023-11-07,20586.45
2023-11-08,20369.08
2023-11-09,20567.01
2023-11-10,20006.04
2023-11-11,19802.25
2023-11-12,20325.35
2023-11-13,19599.8
2023-11-14,19978.24
2023-11-15,19810.62
2023-11-16,18635.59
2023-11-17,18294.65
2023-11-18,19913.07
2023-11-19,19731.12
2023-11-20,18330.63
2023-11-21,19436.17
2023-11-22,17334.14
2023-11-23,17615.32
2023-11-24,18802.18
2023-11-25,18251.57
2023-11-26,17250.84
2023-11-27,18676.05
2023-11-28,18223.16
2023-11-29,17074.28
2023-11-30,17376.73
2023-12-01,18203.17
2023-12-02,18726.01
2023-12-03,18116.08
2023-12-04,17886.05
2023-12-05,17787.9
2023-12-06,17534.08
2023-12-07,17242.5
2023-12-08,16966.74
2023-12-09,18228.61
2023-12-10,17219.71
2023-12-11,18688.21
2023-12-12,17853.29
2023-12-13,17999.09
2023-12-14,18244.27
2023-12-15,18185.93
2023-12-16,18658.6
2023-12-17,18096.28
2023-12-18,17885.78
2023-12-19,18555.31
2023-12-20,18472.1
2023-12-21,18926.98
2023-12-22,18834.8
2023-12-23,18216.35
2023-12-24,17651.83
2023-12-25,18231.45
2023-12-26,18268.03
2023-12-27,19552.23
2023-12-28,18614.24
2023-12-29,19296.35
2023-12-30,18993.01
2023-12-31,18068.74
2024-01-01,18756.53
2024-01-02,17567.64
2024-01-03,18666.45
2024-01-04,17892.3
2024-01-05,18935.08
2024-01-06,19187.09
2024-01-07,19156.56
2024-01-08,18893.89
2024-01-09,18469.73
2024-01-10,19142.14
2024-01-11,19075.41
2024-01-12,18233.45
2024-01-13,18610.2
2024-01-14,18060.26
2024-01-15,18968.73
2024-01-16,17939.06
2024-01-17,18288.66
2024-01-18,19162.93
2024-01-19,18123.53
2024-01-20,17790.46
2024-01-21,18217.89
2024-01-22,18149.15
2024-01-23,18260.83
2024-01-24,19039.1
2024-01-25,18208.27
2024-01-26,19130.48
2024-01-27,18021.45
2024-01-28,19452.48
2024-01-29,18665.75
2024-01-30,19423.2
2024-01-31,20411.33
2024-02-01,18136.93
2024-02-02,19452.01
2024-02-03,19223.78
2024-02-04,20214.63
2024-02-05,20862.23
2024-02-06,19445.17
2024-02-07,20919.18
2024-02-08,20267.92
2024-02-09,20241.24
2024-02-10,20556.39
2024-02-11,20933.3
2024-02-12,21359.7
2024-02-13,20980.12
2024-02-14,21401.33
2024-02-15,20864.31
2024-02-16,21624.94
2024-02-17,22361.59
2024-02-18,22194.25
2024-02-19,22023.23
2024-02-20,21909.02
2024-02-21,21672.35
2024-02-22,21482.02
2024-02-23,22064.79
2024-02-24,20614.34
2024-02-25,21946.31
2024-02-26,20547.13
2024-02-27,21721.17
2024-02-28,22358.82
2024-02-29,22068.79
2024-03-01,21190.06
2024-03-02,22527.58
2024-03-03,20741.33
2024-03-04,21139.12
2024-03-05,20650.73
2024-03-06,20568.9
2024-03-07,21375.7
2024-03-08,20357.88
2024-03-09,19962.29
2024-03-10,21227.74
2024-03-11,20943.6
2024-03-12,21213.55
2024-03-13,22398.77
2024-03-14,21357.72
2024-03-15,21080.66
2024-03-16,21756.36
2024-03-17,20564.91
2024-03-18,20700.33
2024-03-19,21139.65
2024-03-20,21419.8
2024-03-21,22134.21
2024-03-22,21307.33
2024-03-23,22165.55
2024-03-24,22343.0
2024-03-25,22674.97
2024-03-26,22192.5
2024-03-27,22051.01
2024-03-28,22528.86
2024-03-29,21541.12
2024-03-30,22158.03
2024-03-31,21769.57
2024-04-01,22568.47
2024-04-02,22650.67
2024-04-03,22761.52
2024-04-04,22788.58
2024-04-05,22757.55
2024-04-06,22558.22
2024-04-07,22557.7
2024-04-08,21484.61
2024-04-09,22276.25
2024-04-10,22403.49
2024-04-11,22352.88
2024-04-12,22865.02
2024-04-13,21794.99
2024-04-14,21414.82
2024-04-15,22543.07
2024-04-16,20946.89
2024-04-17,22117.94
2024-04-18,22631.95
2024-04-19,21408.72
2024-04-20,20997.22
2024-04-21,21008.27
2024-04-22,21511.22
2024-04-23,20311.33
2024-04-24,21141.64
2024-04-25,20737.96
2024-04-26,19694.09
2024-04-27,19451.8
2024-04-28,21112.57
2024-04-29,19454.59
2024-04-30,20244.68
2024-05-01,20156.96
2024-05-02,20475.39
2024-05-03,19560.41
2024-05-04,20005.78
2024-05-05,19695.4
2024-05-06,20697.79
2024-05-07,18848.41
2024-05-08,19332.42
2024-05-09,20022.9
2024-05-10,19425.2
2024-05-11,19258.53
2024-05-12,19452.49
2024-05-13,19633.14
2024-05-14,19490.07
2024-05-15,20064.02
2024-05-16,20441.03
2024-05-17,19858.64
2024-05-18,20474.25
2024-05-19,20649.79
2024-05-20,20460.3
2024-05-21,21253.41
2024-05-22,21071.22
2024-05-23,20256.97
2024-05-24,20135.34
2024-05-25,20517.64
2024-05-26,20199.13
2024-05-27,19734.28
2024-05-28,20188.08
2024-05-29,19918.96
2024-05-30,19544.27
2024-05-31,19173.16
2024-06-01,19745.42
2024-06-02,20211.27
2024-06-03,19843.4
2024-06-04,19505.26
2024-06-05,18889.21
2024-06-06,19158.83
2024-06-07,19685.27
2024-06-08,19320.8
2024-06-09,18796.06
2024-06-10,19114.5
2024-06-11,18160.87
2024-06-12,18401.71
2024-06-13,18282.94
2024-06-14,18838.0
2024-06-15,18598.49
2024-06-16,18082.83
2024-06-17,17615.87
2024-06-18,17426.9
2024-06-19,17869.65
2024-06-20,17124.88
2024-06-21,18112.36
2024-06-22,17903.92
2024-06-23,17537.08
2024-06-24,18012.83
2024-06-25,16740.89
2024-06-26,17237.91
2024-06-27,18076.74
2024-06-28,17179.02
2024-06-29,18458.91
2024-06-30,17889.12
2024-07-01,17887.47
2024-07-02,18171.77
2024-07-03,18054.84
2024-07-04,17670.79
2024-07-05,17597.68
2024-07-06,17886.33
2024-07-07,18558.76
2024-07-08,17948.9
2024-07-09,18522.62
2024-07-10,19802.48
2024-07-11,17830.99
2024-07-12,18852.54
2024-07-13,17980.49
2024-07-14,19012.53
2024-07-15,19356.1
2024-07-16,19479.44
2024-07-17,18890.23
2024-07-18,19386.49
2024-07-19,18071.8
2024-07-20,19546.57
2024-07-21,18730.79
2024-07-22,19289.53
2024-07-23,19124.6
2024-07-24,19665.79
2024-07-25,18539.6
2024-07-26,19273.86
2024-07-27,18508.78
2024-07-28,19594.64
2024-07-29,18475.45
2024-07-30,18356.57
2024-07-31,20052.12
2024-08-01,18176.24
2024-08-02,18506.4
2024-08-03,18211.36
2024-08-04,17704.68
2024-08-05,18197.94
2024-08-06,18530.23
2024-08-07,17778.84
2024-08-08,18190.39
2024-08-09,17311.9
2024-08-10,18667.39
2024-08-11,18821.69
2024-08-12,19026.93
2024-08-13,18497.99
2024-08-14,18138.16
2024-08-15,18545.56
2024-08-16,18731.63
2024-08-17,19397.24
2024-08-18,18783.76
2024-08-19,19463.62
2024-08-20,18939.86
2024-08-21,19463.7
2024-08-22,20038.89
2024-08-23,19827.82
2024-08-24,20601.14
2024-08-25,20235.81
2024-08-26,20692.12
2024-08-27,20424.29
2024-08-28,20541.67
2024-08-29,20970.81
2024-08-30,21180.41
2024-08-31,19553.28
2024-09-01,21562.03
2024-09-02,21691.96
2024-09-03,21923.19
2024-09-04,21319.87
2024-09-05,22015.09
2024-09-06,20508.65
2024-09-07,21741.07
2024-09-08,21602.31
2024-09-09,21605.15
2024-09-10,21056.19
2024-09-11,21894.04
2024-09-12,21039.13
2024-09-13,21152.56
2024-09-14,21781.85
2024-09-15,21254.52
2024-09-16,21663.24
2024-09-17,21192.94
2024-09-18,21133.57
2024-09-19,20940.15
2024-09-20,21389.08
2024-09-21,21174.95
2024-09-22,21424.95
2024-09-23,20147.96
2024-09-24,21691.24
2024-09-25,21056.54
2024-09-26,20041.14
2024-09-27,20804.21
2024-09-28,21398.32
2024-09-29,20501.59
2024-09-30,19979.68
2024-10-01,21065.27
2024-10-02,20967.45
2024-10-03,20998.9
2024-10-04,20619.56
2024-10-05,22207.88
2024-10-06,21625.31
2024-10-07,21575.18
2024-10-08,21909.96
2024-10-09,21889.51
2024-10-10,21868.05
2024-10-11,21699.14
2024-10-12,22413.82
2024-10-13,22078.77
2024-10-14,22318.32
2024-10-15,22217.79
2024-10-16,22575.24
2024-10-17,22957.19
2024-10-18,22731.45
2024-10-19,22593.87
2024-10-20,22830.77
2024-10-21,21882.42
2024-10-22,22336.96
2024-10-23,22918.01
2024-10-24,22784.41
2024-10-25,22628.88
2024-10-26,23682.42
2024-10-27,21905.59
2024-10-28,22507.86
2024-10-29,22362.05
2024-10-30,22299.05
2024-10-31,21840.61
2024-11-01,22137.31
2024-11-02,22083.41
2024-11-03,21018.93
2024-11-04,21646.8
2024-11-05,21784.58
2024-11-06,21536.14
2024-11-07,21717.2
2024-11-08,21349.5
2024-11-09,20421.66
2024-11-10,21049.89
2024-11-11,20813.76
2024-11-12,20439.57
2024-11-13,20710.73
2024-11-14,20162.3
2024-11-15,20456.57
2024-11-16,20794.56
2024-11-17,19554.65
2024-11-18,19102.64
2024-11-19,19287.36
2024-11-20,19885.31
2024-11-21,19535.46
2024-11-22,19386.07
2024-11-23,19076.74
2024-11-24,20061.75
2024-11-25,20028.65
2024-11-26,19177.52
2024-11-27,19391.5
2024-11-28,19862.41
2024-11-29,20239.19
2024-11-30,20390.19
2024-12-01,19441.97
2024-12-02,19439.99
2024-12-03,20039.0
2024-12-04,18553.62
2024-12-05,20336.59
2024-12-06,20547.33
2024-12-07,19710.48
2024-12-08,21028.0
2024-12-09,19653.43
2024-12-10,21285.9
2024-12-11,19917.55
2024-12-12,19775.94
2024-12-13,19885.68
2024-12-14,20412.78
2024-12-15,20371.26
2024-12-16,19916.08
2024-12-17,20857.09
2024-12-18,19573.2
2024-12-19,19885.8
2024-12-20,20200.56
2024-12-21,18917.25
2024-12-22,18567.46
2024-12-23,19038.84
2024-12-24,18060.44
2024-12-25,18380.59
2024-12-26,19466.45
2024-12-27,19345.4
2024-12-28,18594.42
2024-12-29,18775.25
2024-12-30,18076.28
2024-12-31,18250.76
2025-01-01,17108.22
2025-01-02,17122.6
2025-01-03,18544.58
2025-01-04,17794.21
2025-01-05,17763.55
2025-01-06,17362.24
2025-01-07,18362.08
2025-01-08,17815.62
2025-01-09,16923.47
2025-01-10,16384.12
2025-01-11,17713.27
2025-01-12,17945.29
2025-01-13,17296.17
2025-01-14,17691.98
2025-01-15,17278.0
2025-01-16,17539.67
2025-01-17,17590.26
2025-01-18,17515.19
2025-01-19,17521.13
2025-01-20,18367.78
2025-01-21,18847.8
2025-01-22,18049.57
2025-01-23,18859.99
2025-01-24,18655.27
2025-01-25,18608.11
2025-01-26,18611.96
2025-01-27,19052.17
2025-01-28,17743.43
2025-01-29,18558.33
2025-01-30,18856.78
2025-01-31,18616.47
2025-02-01,19271.39
2025-02-02,19328.76
2025-02-03,18683.96
2025-02-04,18534.23
2025-02-05,18323.24
2025-02-06,18357.03
2025-02-07,18389.65
2025-02-08,19331.62
2025-02-09,18620.7
2025-02-10,18699.97
2025-02-11,18196.37
2025-02-12,19003.84
2025-02-13,18655.75
2025-02-14,19565.25
2025-02-15,18968.32
2025-02-16,17825.71
2025-02-17,17871.07
2025-02-18,18387.54
2025-02-19,18243.16
2025-02-20,18563.23
2025-02-21,18475.04
2025-02-22,19083.94
2025-02-23,18285.71
2025-02-24,18275.88
2025-02-25,18177.28
2025-02-26,18116.04
2025-02-27,18868.13
2025-02-28,19016.5
2025-03-01,18428.72
2025-03-02,19126.91
2025-03-03,18759.44
2025-03-04,19420.24
2025-03-05,18918.15
2025-03-06,20024.91
2025-03-07,19101.02
2025-03-08,19538.69
2025-03-09,19681.23
2025-03-10,19369.7
2025-03-11,19860.22
2025-03-12,19558.06
2025-03-13,20821.3
2025-03-14,20448.01
2025-03-15,20663.33
2025-03-16,20793.11
2025-03-17,20196.71
2025-03-18,20127.34
2025-03-19,21312.61
2025-03-20,21785.34
2025-03-21,21291.61
2025-03-22,22069.7
2025-03-23,21829.07
2025-03-24,21949.81
2025-03-25,21942.61
2025-03-26,21852.1
2025-03-27,22055.14
2025-03-28,22560.77
2025-03-29,21917.82
2025-03-30,22023.53
2025-03-31,21868.61
2025-04-01,20996.69
2025-04-02,20777.85
2025-04-03,21221.06
2025-04-04,20832.09
2025-04-05,21753.43
2025-04-06,20573.63
2025-04-07,20692.93
2025-04-08,20833.81
2025-04-09,20537.48
2025-04-10,21440.72
2025-04-11,21255.08
2025-04-12,20706.69
2025-04-13,20489.04
2025-04-14,20110.03
2025-04-15,20690.66
2025-04-16,20258.29
2025-04-17,21155.83
2025-04-18,21201.84
2025-04-19,21713.5
2025-04-20,21185.46
2025-04-21,21932.88
2025-04-22,22032.46
2025-04-23,21348.98
2025-04-24,21240.66
2025-04-25,21950.67
2025-04-26,21116.6
2025-04-27,22857.82
2025-04-28,22495.49
2025-04-29,20976.27
2025-04-30,21254.05
2025-05-01,22791.74
2025-05-02,22378.63
2025-05-03,22472.67
2025-05-04,22720.65
2025-05-05,22340.94
2025-05-06,21260.58
2025-05-07,22150.14
2025-05-08,22920.61
2025-05-09,22180.1
2025-05-10,22224.08
2025-05-11,23107.51
2025-05-12,22229.28
2025-05-13,22317.72
2025-05-14,22443.71
2025-05-15,23210.14
2025-05-16,23362.88
2025-05-17,22917.18
2025-05-18,22813.91
2025-05-19,21631.61
2025-05-20,21623.01
2025-05-21,22042.58
2025-05-22,20859.72
2025-05-23,22324.02
2025-05-24,20711.75
2025-05-25,22494.39
2025-05-26,20817.44
2025-05-27,21068.18
2025-05-28,20543.92
2025-05-29,20712.07
2025-05-30,20368.15
2025-05-31,21296.74
2025-06-01,21004.84
2025-06-02,20466.74
2025-06-03,20810.99
2025-06-04,20508.68
2025-06-05,20489.78
2025-06-06,20343.68
2025-06-07,19313.18
2025-06-08,19516.49
2025-06-09,20085.88
2025-06-10,19808.95
2025-06-11,19913.28
2025-06-12,19222.54
2025-06-13,20659.88
2025-06-14,20128.74
2025-06-15,19321.02
2025-06-16,19541.99
2025-06-17,19262.35
2025-06-18,19914.49
2025-06-19,20711.38
2025-06-20,20833.25
2025-06-21,20635.26
2025-06-22,20743.82
2025-06-23,19860.01
2025-06-24,19695.39
2025-06-25,20406.7
2025-06-26,19592.99
2025-06-27,20225.19
2025-06-28,20501.21
2025-06-29,21058.92
2025-06-30,19719.6
2025-07-01,20082.22
2025-07-02,20186.25
2025-07-03,19844.0
2025-07-04,20461.39
2025-07-05,19872.05
2025-07-06,19673.81
2025-07-07,20139.2
2025-07-08,19821.6
2025-07-09,19496.43
2025-07-10,18836.72
2025-07-11,18606.25
2025-07-12,18681.92
2025-07-13,18958.41
2025-07-14,18533.91
2025-07-15,18642.41
2025-07-16,18024.83
2025-07-17,19041.22
2025-07-18,18608.73
2025-07-19,18561.8
2025-07-20,17196.93
2025-07-21,18041.92
2025-07-22,17518.25
2025-07-23,17142.23
2025-07-24,17632.26
2025-07-25,17886.42
2025-07-26,16938.26
2025-07-27,17701.98
2025-07-28,18114.25
2025-07-29,17998.71
2025-07-30,17495.51
2025-07-31,18418.92
2025-08-01,18617.34
2025-08-02,17651.56
2025-08-03,17708.03
2025-08-04,17040.19
2025-08-05,17187.07
2025-08-06,17580.4
2025-08-07,17991.25
2025-08-08,18059.21
2025-08-09,17820.44
2025-08-10,17965.61
2025-08-11,17953.82
2025-08-12,18765.64
2025-08-13,18025.81
2025-08-14,18158.77
2025-08-15,17929.65
2025-08-16,18465.55
2025-08-17,18294.08
2025-08-18,19808.15
2025-08-19,18430.76
2025-08-20,18734.03
2025-08-21,19421.91
2025-08-22,19137.87
2025-08-23,19369.47
2025-08-24,18389.43
2025-08-25,18789.35
2025-08-26,18382.65
2025-08-27,18620.32
2025-08-28,19293.76
2025-08-29,18753.15
2025-08-30,18061.66
2025-08-31,18213.21
2025-09-01,18534.02
2025-09-02,18434.93
2025-09-03,19127.53
2025-09-04,17962.99
2025-09-05,17721.4
2025-09-06,18390.68
2025-09-07,18285.51
2025-09-08,17827.32
2025-09-09,18318.34
2025-09-10,19366.32
2025-09-11,17838.04
2025-09-12,18022.62
2025-09-13,18978.83
2025-09-14,18810.59
2025-09-15,17410.47
2025-09-16,17592.91
2025-09-17,18933.68
2025-09-18,19303.7
2025-09-19,18716.77
2025-09-20,19379.99
2025-09-21,18811.63
2025-09-22,18505.8
2025-09-23,19174.26
2025-09-24,19213.06
2025-09-25,19068.51
2025-09-26,19482.01
